DATE-TIME,sivt,givtc_desktop,mobileApp,givts_mobileWeb,givtt_desktop,givtb_mobileApp,givt,givtb_mobileWeb,givtt_mobileApp,sivt_mobileApp,givtc_mobileApp,desktop,givta_mobileApp,givtb_desktop,TOTAL,givts_mobileApp,mobileWeb,givtt_mobileWeb,givtc_mobileWeb,sivt_desktop,sivt_mobileWeb,givts_desktop,givta_mobileWeb,givta_desktop
2019-05-01-00,1909186,393626,19643507,10629,38694,17,690765,516,2,107594,8872,64366422,0,28271,149630583,0,65620654,91552,36555,1234985,566607,115074,15,31475
2019-05-01-01,1783218,369156,15161286,11867,37342,2,662416,691,1,93395,8239,57582033,1,35094,136584229,7,63840910,91367,33608,1157775,532048,113438,8,25525
2019-05-01-02,1732292,355788,12724127,12210,41550,2,629662,166,25,82323,8803,56780582,0,28474,134138126,0,64633417,76403,32962,1124434,525535,109263,0,30408
2019-05-01-03,1674076,300342,11413990,12074,38924,0,555674,65,2,75380,8064,58984476,0,17436,131246779,2,60848313,74894,30288,1092602,506094,107006,0,23744
2019-05-01-04,1651505,287363,11015844,11044,41789,0,543532,153,3,74436,8524,60956757,0,15098,127925316,2,55952715,79266,28790,1100368,476701,103506,0,32317
2019-05-01-05,1672350,282653,13711607,10652,40004,1,547095,177,4,86254,8845,64040427,1,20545,135313725,0,57561691,76774,29504,1095703,490393,107589,55,29361
2019-05-01-06,1851498,335203,20083846,12254,43179,12,615088,199,3,101320,10308,72465728,1,17757,161559057,0,69009483,72532,31965,1200306,549872,124586,71,30605
2019-05-01-07,2128636,423948,23009063,10896,49952,11,738115,324,3,116241,10103,91056356,0,18804,195606118,3,81540699,83581,41586,1388402,623993,126022,33,27350
2019-05-01-08,2415988,579330,22545962,10120,41703,33,922299,770,4,126412,15075,117545907,0,23312,225144178,3,85052309,88417,53430,1650909,638667,135134,0,34379
2019-05-01-09,2628682,691724,21773096,11286,45380,17,1052972,397,13,131531,19507,139162734,1,26906,244375575,0,83439745,88702,62138,1864868,632283,124809,0,32838
2019-05-01-10,2631439,755228,21851803,11346,48106,24,1130001,371,7,139881,24358,149507024,0,32914,251937342,6,80578515,88528,66506,1902256,589302,122696,2,34189
2019-05-01-11,2681122,814253,22412520,12717,45612,3,1195468,240,4,142663,24300,158710837,0,38551,262640940,1,81517583,88522,70242,1967947,570512,119269,2,32535
2019-05-01-12,2823946,894472,25811495,13396,42943,9,1259633,248,5,172546,27605,162152641,1,23206,275324220,2,87360084,88310,74507,2073894,577506,116277,2,31300
2019-05-01-13,2839824,913035,26432564,11128,38398,1,1266490,454,10,162351,25609,155194505,0,21236,269907223,0,88280154,82083,75294,2100845,576628,126707,2,31833
2019-05-01-14,2781149,839293,25374516,12924,40615,9,1197092,288,2,152851,22707,154367264,0,23337,270980078,0,91238298,86365,71171,2025738,602560,121605,8,33301
2019-05-01-15,2734577,803624,27010317,11049,40870,14,1148183,296,1,157805,21398,149380320,0,28191,269659193,0,93268556,84420,66084,1967008,609764,115714,1,31774
2019-05-01-16,2711801,774453,27700564,11897,36771,16,1100454,385,4,162227,17837,139719069,0,30269,264785300,2,97365667,88848,60536,1908991,640583,107929,4,25216
2019-05-01-17,2535183,619748,29602331,10679,33378,6,927508,494,2,181340,15134,118614797,0,27016,245812810,0,97595682,86107,51963,1702936,650907,109526,3,30650
2019-05-01-18,2286199,504435,27532713,9206,32407,9,783899,508,1,159751,11659,97911768,0,21597,208882069,0,83437588,80170,43952,1513372,613076,108288,2,25962
2019-05-01-19,2292719,486392,26682058,10892,36056,13,792603,341,0,146481,10149,93510849,0,26050,197648010,0,77455103,85739,42430,1551987,594251,122943,6,31715
2019-05-01-20,2219513,428153,28349605,11282,34682,13,717073,320,7,122854,8690,90627417,0,24068,195328147,2,76351125,87299,39496,1497891,598768,111587,4,25138
2019-05-01-21,2182445,449924,28754027,10814,40358,10,737977,222,3,111756,7655,86747660,0,25472,193888400,0,78386713,84015,38463,1452452,618237,110836,1,32440
2019-05-01-22,2026499,431186,24068529,10688,31337,25,702356,416,0,98528,6409,78856097,0,26184,176225868,4,73301242,77802,38349,1337628,590343,110715,31,26237
2019-05-01-23,1916271,433096,19997062,10189,37439,11,705430,458,3,90022,5658,67109449,0,27545,152004581,0,64898070,74950,34675,1270471,555778,114444,2,34512
2019-05-02-00,2010527,419299,20353790,11208,41166,32,733537,386,7,124925,10911,70528142,2,33621,163906125,1,73024193,94235,33922,1303003,582599,126635,3,29973
2019-05-02-01,1902240,405961,15811069,12867,37678,0,694679,310,3,109743,11326,64517622,0,28187,148989144,0,68660453,82845,32922,1246435,546062,124825,3,33294
2019-05-02-02,1860112,387221,13291456,12613,36364,1,671999,207,8,96872,11175,69834805,3,27853,146291875,0,63165614,75728,30550,1248607,514633,127989,10,27915
2019-05-02-03,1830402,364977,11734693,13636,38240,0,643130,216,3,87226,11193,75181393,3,23481,142994398,4,56078312,76170,28889,1236285,506891,122188,4,33076
2019-05-02-04,1866040,335319,11925451,12996,41982,1,607189,460,7,85732,11716,77492902,2,18578,142703158,7,53284805,72802,26992,1244477,535831,118175,14,24723
2019-05-02-05,2050487,352953,15407371,11963,39707,0,648966,199,0,101443,11513,82065277,2,17263,154912769,4,57440121,81706,28421,1359968,589076,134595,27,32944
2019-05-02-06,2135494,373792,21462288,12722,35633,5,671039,281,4,117423,9485,89583898,1,19698,183626675,0,72580489,72815,32462,1352078,665993,142834,14,32328
2019-05-02-07,2507087,496280,24732443,12627,42018,19,824114,668,9,133776,13228,109217901,1,24242,219411428,2,85461084,77096,44085,1580314,792997,138886,8,32520
2019-05-02-08,2659434,657632,23883193,11634,42056,18,996373,813,8,138154,16813,137102605,0,25679,248583080,3,87597282,79015,55193,1817190,704090,125888,1,35465
2019-05-02-09,2834948,781277,23438143,12329,39626,5,1145151,497,11,149206,20974,159273280,0,29739,268974616,0,86263193,77840,63544,2039649,646093,131186,3,41513
2019-05-02-10,2860034,848439,24036788,11644,38522,3,1204869,586,3,169618,23218,172379416,0,27327,281397447,0,84981243,72472,66559,2085817,604599,131755,5,40411
2019-05-02-11,2871458,884103,25278358,11833,42655,3,1249900,272,39,194281,27125,171398325,0,25630,279349297,0,82672614,71502,69164,2102329,574848,133216,0,40838
2019-05-02-12,2935089,960894,26366320,12141,39351,5,1320565,345,10,193110,24793,167944731,0,25469,280488617,4,86177566,78804,71767,2169372,572607,124817,9,39434
2019-05-02-13,2917281,927831,26570167,11168,36726,18,1277588,261,14,194444,23449,160965857,0,22674,276867329,5,89331305,75927,73777,2136128,586709,127632,5,39974
2019-05-02-14,2802246,841312,27122982,12747,34276,3,1181170,536,2,195987,22200,155199513,0,27252,273569018,8,91246523,76688,66378,2011150,595109,116312,3,39239
2019-05-02-15,2851372,840329,28953671,11335,36534,12,1177134,445,15,199990,19460,153324109,0,25521,276933797,2,94656017,80203,64324,2032650,618732,118228,25,40095
2019-05-02-16,2772791,783320,29625350,12475,34099,20,1085178,355,5,182981,15819,142996862,0,27483,270388715,0,97766503,66586,57336,1946318,643492,112482,1,39053
2019-05-02-17,2563828,624677,28582622,10802,37677,9,941422,224,4,155570,13424,119418368,0,25956,244350059,0,96349069,82374,47407,1746119,662139,119612,0,38631
2019-05-02-18,2297163,506603,25339849,9527,32453,4,795490,270,3,130133,10137,98005044,0,22977,207364859,0,84019966,81747,40093,1554327,612703,113175,0,36087
2019-05-02-19,2306550,491630,25029636,9859,31217,3,789586,390,2,119745,8669,92503679,0,24218,195995232,2,78461917,79471,38990,1580664,606141,125485,37,38180
2019-05-02-20,2209767,432056,28202131,11559,34802,0,707177,536,1,126288,9460,89238856,0,25961,195950568,1,78509581,67378,37665,1471602,611877,112056,1,35768
2019-05-02-21,2183577,430615,27918200,10595,33409,0,712339,344,10,122498,9267,87087601,0,20911,194970576,0,79964775,81579,37494,1414151,646928,109981,0,35337
2019-05-02-22,2037534,409504,24589622,11407,32055,16,684669,688,2,103015,6482,79338835,0,21020,181555062,0,77626605,76487,35019,1312298,622221,116332,6,29212
2019-05-02-23,1958264,423909,19360099,10570,34960,1,706190,211,3,94467,5274,69289390,0,21225,157214248,0,68564759,79170,32711,1290870,572927,124932,98,34699
2019-05-03-00,2041904,401384,20437284,10515,39795,2,695337,219,1,123712,9683,70800324,0,32280,163977347,2,72739739,83660,32409,1327872,590320,116638,1,37553
2019-05-03-01,1954619,379475,17441160,11684,31218,0,653090,424,1,123823,11107,66173347,0,34908,154913969,4,71299462,72506,31518,1264477,566319,117750,1,34254
2019-05-03-02,1909227,375080,14501638,12915,34616,0,647864,88,1,103240,10539,72070862,0,34674,153434798,0,66862298,70913,30019,1262021,543966,114095,21,36489
2019-05-03-03,1865024,334658,12624785,12253,38838,2,606510,50,7,84278,10367,76939523,0,22611,147608457,2,58044149,72430,27051,1247258,533488,114817,29,36465
2019-05-03-04,1898522,328236,12288104,11532,39010,2,594690,79,7,82247,10862,79294682,0,20889,146942209,4,55359423,71245,24740,1275036,541239,114435,4,39202
2019-05-03-05,1974246,332581,15778178,11803,40441,1,613284,74,6,95148,11115,82530181,0,20059,157686972,0,59378613,72910,26235,1294669,584429,124855,30,36247
2019-05-03-06,2139140,362999,23000727,12433,42014,12,671502,101,2,127339,12100,90452314,0,20166,189804202,2,76351161,77298,31450,1368814,642987,143275,24,36703
2019-05-03-07,2377099,441293,26985241,11503,37754,19,748243,205,2,141295,12647,108257585,0,22332,225673721,6,90430895,76220,39971,1532731,703073,131721,9,34819
2019-05-03-08,2688819,594106,26036352,10565,37865,10,916720,430,5,143281,16444,137339408,0,28453,256664582,9,93288822,75816,53218,1803456,742082,119865,1,41260
2019-05-03-09,2939792,734390,26177634,10689,39958,1,1104783,360,16,159984,22472,160971184,0,42474,280745439,4,93596621,77954,61981,2065884,713924,129230,2,40145
2019-05-03-10,2961001,817069,25039002,10945,38573,0,1182833,220,17,156603,22921,172908864,0,33026,287471098,6,89523232,81622,66104,2166631,637767,130804,2,42817
2019-05-03-11,2875488,830514,24450821,12185,37665,3,1193256,384,3,159592,22741,171852351,0,36420,285285629,0,88982457,73317,69041,2104358,611538,129401,1,36563
2019-05-03-12,2889916,856072,26306133,12916,42361,4,1224265,190,6,167127,22053,165387696,0,28193,282554281,0,90860452,77094,71820,2120103,602686,130577,0,44150
2019-05-03-13,2797664,824741,25683532,11325,34915,0,1164502,186,15,151820,21092,155959503,0,23930,273553267,2,91910232,75724,70337,2054149,591695,121425,0,35059
2019-05-03-14,2730764,764954,26948181,12981,31882,0,1092056,209,10,149709,20276,148939686,0,23782,267749671,0,91861804,74451,65276,1963715,617340,117744,0,43079
2019-05-03-15,2683253,709687,28800351,11238,36043,0,1031048,117,7,148434,18127,143131051,0,24160,266872677,0,94941275,73223,59057,1899557,635262,114915,0,36635
2019-05-03-16,2654076,667216,28579340,11954,37943,16,976433,236,6,139779,15063,131950704,0,27545,258704555,2,98174511,77822,52540,1850656,663641,110617,0,38984
2019-05-03-17,2419531,487088,29272779,10214,34552,2,781998,291,7,151847,13711,107436228,0,22994,231638746,0,94929739,76935,46008,1591644,676040,111264,0,32650
2019-05-03-18,2196233,388045,26801214,8905,37140,3,668348,408,5,123917,9525,88934696,0,22559,202219214,0,86483304,78721,40689,1412045,660271,104702,0,39123
2019-05-03-19,2127190,335118,26581801,9846,34041,4,627802,367,4,121615,8602,82714408,1,25865,190064899,0,80768690,81626,37219,1362817,642758,113922,0,33352
2019-05-03-20,2006242,268452,29177131,11049,34993,6,548359,399,10,117745,7482,79045226,0,26269,188826866,1,80604509,82936,35820,1247334,641163,102308,0,33477
2019-05-03-21,1971526,261905,30039966,9830,32412,0,540848,391,4,116870,7604,75745838,0,23873,186615780,0,80829976,80152,33310,1213760,640896,104830,0,44749
2019-05-03-22,1880351,242162,27002435,11019,29910,1,519070,232,2,109869,7061,68526856,0,23950,171633048,4,76103757,76425,33332,1136046,634436,106514,0,45485
2019-05-03-23,1802550,242653,23197109,10048,32188,9,514499,204,1,107314,5397,58707356,0,24343,150848136,0,68943671,71584,29863,1084732,610504,110771,0,47633
2019-05-04-00,1924798,240602,24958014,9903,43974,6,542540,212,1,161579,11068,59967181,0,26634,157436466,4,72511271,82464,30940,1128054,635165,108662,0,45132
2019-05-04-01,1814018,235269,20585837,11473,34494,0,508266,253,1,138344,10523,54489999,0,24337,146419491,0,71343655,77962,31762,1055713,619961,100269,0,46098
2019-05-04-02,1831851,239626,18381486,11869,30583,1,507832,185,0,118312,10282,55616810,0,21987,148838720,7,74840424,72373,31549,1049192,664347,105026,2,51328
2019-05-04-03,1773270,220787,14992906,13001,37051,1,492040,88,0,97945,8880,59153728,0,17587,146468470,4,72321836,74985,28785,1044345,630980,101872,61,45416
2019-05-04-04,1718988,229557,14395079,11681,34225,0,504817,61,2,101727,13226,59059911,0,15716,137290963,0,63835973,75264,28246,1049109,568152,107478,0,50618
2019-05-04-05,1765934,236746,15796037,11189,32161,0,509088,78,0,108226,13838,61329596,0,18925,139652476,2,62526843,72033,28733,1078167,579541,104372,4,47087
2019-05-04-06,1881488,242410,19350896,12212,36306,6,516911,148,1,119234,11016,65425447,0,17975,157753280,2,72976937,70303,31651,1132520,629734,106680,0,48956
2019-05-04-07,2012805,244440,24677924,10200,34461,0,514590,223,1,133753,9339,74255832,0,19339,187641467,0,88707711,74196,33988,1173377,705675,98572,0,46027
2019-05-04-08,2169730,249462,27407312,10758,31502,13,537764,394,0,149375,9943,87732687,0,23397,214080006,1,98940007,75066,39969,1238522,781833,109663,1,49015
2019-05-04-09,2254598,254092,28920273,11402,36752,41,550389,321,4,170451,11275,98432382,0,20251,230338310,2,102985655,77875,40215,1310745,773402,103284,0,43650
2019-05-04-10,2143710,284761,28604311,10866,35682,2,577221,669,10,169850,11729,105318314,2,17981,235077069,5,101154444,78607,40429,1289718,684142,99930,1,46419
2019-05-04-11,2062970,288622,28639287,11977,35524,0,580599,1195,1,172962,11733,107236759,0,18411,234022524,4,98146478,79485,36789,1275646,614362,102420,1,46417
2019-05-04-12,2064030,316465,28552013,12378,35133,9,617858,926,7,175689,11773,101627362,0,18167,223526200,1,93346825,75992,38016,1302287,586054,113187,0,49537
2019-05-04-13,1976767,289082,27730264,11278,36977,0,575412,948,1,165536,11699,94282268,0,16247,211908840,4,89896308,74714,37224,1261748,549483,105777,0,45497
2019-05-04-14,1963734,274564,27260403,12372,35067,1,555357,354,5,150087,10565,89207814,0,16867,204882365,4,88414148,72220,35291,1260086,553561,106712,0,46285
2019-05-04-15,1944841,263328,27160217,10981,31290,0,534316,404,1,139432,10097,86890834,0,17951,204117902,2,90066851,72854,35022,1234666,570743,97289,0,42910
2019-05-04-16,1956471,264172,26277179,10906,35829,0,556650,427,5,134963,9220,83101899,1,21160,201648420,0,92269342,78441,35836,1229009,592499,107661,1,45547
2019-05-04-17,1963226,259036,25526897,9339,31965,0,542715,66,5,123068,8335,76715815,0,19851,192782857,0,90540145,76468,35742,1196604,643554,108276,0,46947
2019-05-04-18,1887393,245600,24799509,10097,27981,8,514128,93,6,123213,7748,69275354,0,18034,177113199,0,83038336,75448,32947,1139922,624258,100712,0,48598
2019-05-04-19,1884720,247962,26120302,11222,32983,0,516512,111,3,124078,7689,69132467,0,20610,172891767,0,77638998,69729,34163,1150978,609664,97576,0,48654
2019-05-04-20,1859174,237570,29052614,10671,31192,2,505901,167,11,131403,7705,68776925,0,23626,175015896,7,77186357,73196,33438,1117607,610164,93609,6,48166
2019-05-04-21,1881147,244089,28816522,10500,28266,1,513598,180,8,155020,7157,66507517,0,23702,171364123,2,76040084,76615,31986,1122122,604005,97600,2,47227
2019-05-04-22,1844402,243856,26926435,11032,34758,12,525852,162,8,150669,6159,62006979,0,22596,161413723,1,72480309,81137,32746,1101942,591791,100432,2,48750
2019-05-04-23,1800618,251671,24142573,9652,36231,0,527674,121,54,151028,6055,55680893,0,20370,145833323,3,66009857,77039,30675,1071551,578039,106055,0,46160
2019-05-05-00,1905381,267527,23158714,10102,34198,0,549630,354,47,185359,10034,52909324,0,29139,142632196,6,66564158,78217,32138,1109415,610607,100239,2,47493
2019-05-05-01,1877536,265514,19440399,10468,38136,0,537596,377,10,178448,11383,49246574,0,26115,134594721,0,65907748,75098,28892,1074741,624347,102122,2,43456
2019-05-05-02,1845399,255871,17091372,12074,31812,0,498676,243,14,149450,11664,50846649,0,23448,137846792,6,69908771,67421,28933,1072478,623471,94357,2,32825
2019-05-05-03,1838330,249626,14963412,12274,33990,0,500803,215,7,109443,11080,54850577,1,16771,141406680,0,71592691,71129,28827,1089129,639758,103994,76,29634
2019-05-05-04,1777118,242221,14017775,11964,33545,0,495576,243,11,103039,11966,56407983,0,14295,137517454,6,67091696,69863,28597,1075079,599000,108968,0,32545
2019-05-05-05,1813069,242283,14579041,11142,33562,0,495065,188,7,104505,12427,58272632,1,15917,137157818,5,64306145,73352,28376,1084597,623967,102009,0,32643
2019-05-05-06,1926796,244483,16103861,11517,36512,1,505203,258,6,106362,7600,61984083,0,14364,147908125,8,69820181,73329,29636,1128370,692064,112129,0,35144
2019-05-05-07,2037185,240622,21600818,11489,34933,3,510421,300,0,124826,8517,70349175,1,18570,176500744,4,84550751,70460,33063,1169772,742587,115780,0,30554
2019-05-05-08,2141051,245731,23974794,10833,35497,1,515770,226,40,149166,9109,81800516,0,16472,204701262,0,98925952,74931,35909,1231968,759917,103989,0,34908
2019-05-05-09,2269238,262323,26644017,10917,27213,10,526751,319,10,171046,10494,90662472,0,23991,222635078,0,105328589,70918,37962,1356101,742091,102439,0,32718
2019-05-05-10,2097618,275574,27955185,10352,31038,11,535506,244,15,179395,11041,98135080,0,17850,230684768,0,104594503,74102,51350,1256403,661820,99300,0,35847
2019-05-05-11,2019214,279931,27705451,12430,32670,0,543598,110,16,169051,10161,102760166,1,15722,234675435,1,104209818,74971,55901,1248314,601849,102209,0,32578
2019-05-05-12,2022124,289088,29081771,12516,32944,6,555725,112,12,170724,11449,105221214,1,19386,237545783,2,103242798,78700,55093,1265654,585746,99037,0,35307
2019-05-05-13,1986577,282504,27761510,11098,32823,0,543595,100,4,159880,10602,105302413,0,16688,235985661,4,102921738,71731,53496,1249594,577103,108345,0,32588
2019-05-05-14,1965587,278496,28437632,13213,36249,1,543507,205,13,156306,10330,103751348,0,17142,238929120,1,106740140,72286,53446,1218460,590821,104089,0,34434
2019-05-05-15,2006903,281497,29064881,11085,33082,2,556742,126,0,150005,10340,101698456,1,18216,236163648,0,105400311,75191,52997,1251277,605621,116529,0,33018
2019-05-05-16,2018740,298566,29088905,11739,35201,12,564248,89,11,138016,10535,96433656,0,20944,229274949,0,103752388,76588,54729,1240594,640130,102617,0,36225
2019-05-05-17,2046966,297543,27900306,10429,28288,3,564444,158,2,127429,9339,91237815,0,19840,221396340,0,102258219,75110,55751,1244248,675289,112954,0,33190
2019-05-05-18,2011367,326907,26063975,8720,30818,0,583462,90,8,121628,9023,86761906,0,19794,205426011,0,92600130,74563,54257,1239468,650271,103328,1,37662
2019-05-05-19,2001957,366710,25119744,9886,28311,1,627216,129,1,114116,8079,86704093,0,20870,195951998,1,84128161,74084,53467,1265410,622431,108642,0,36067
2019-05-05-20,2028796,371096,28083644,10285,33540,8,637364,174,6,112005,7469,88562626,1,24621,202804479,0,86158209,77253,56338,1279155,637636,99589,0,36795
2019-05-05-21,2003316,411990,26326476,10011,34964,0,669698,182,0,101893,6066,82272561,0,19999,185429806,0,76830769,75223,55209,1298792,602631,99091,0,35589
2019-05-05-22,1952421,412769,22144885,10933,33637,15,665735,202,7,87616,4597,76295185,0,20107,172255475,5,73815405,73818,52550,1244107,620698,101135,0,35683
2019-05-05-23,1963928,409770,18189241,9416,34002,4,673341,207,6,82843,4225,68761191,0,19914,154512531,0,67562099,70618,49530,1222741,658344,120664,0,34998
2019-05-06-00,2155001,397523,21508402,10266,35007,0,665726,230,8,220448,10601,71895025,1,24558,166184342,0,72780915,73033,52664,1238590,695963,111543,8,35388
2019-05-06-01,1942896,395935,16156015,11104,33437,0,660051,249,5,109351,12344,68555597,0,27557,153954443,0,69242831,72347,50874,1209673,623872,111640,4,35520
2019-05-06-02,1927772,399089,13609585,11968,41005,0,675799,168,7,98577,13238,76077623,0,24766,154907243,0,65220035,77168,49162,1264222,564973,109789,0,36825
2019-05-06-03,1890202,348134,12036253,12240,34373,0,610010,179,8,100431,12647,81409458,0,19505,155122372,2,61676661,75036,44560,1250965,538806,108844,84,38619
2019-05-06-04,1846877,324706,11841192,11386,32583,0,588016,165,8,95245,12418,80078817,1,17150,151609642,1,59689633,73088,44723,1225397,526235,117463,1,37375
2019-05-06-05,1887576,327381,15067487,11182,34012,0,600252,110,5,110880,14066,84563939,0,18118,162138944,5,62507518,71865,46236,1240556,536140,125736,0,35848
2019-05-06-06,2036364,359241,21049038,11895,35006,3,645251,281,2,126887,13260,91424902,0,15695,190088909,16,77614969,74870,50938,1300333,609144,129295,0,36934
2019-05-06-07,2270988,440996,24292849,11628,36981,3,737880,350,7,146971,14865,106829097,0,15431,219375173,18,88253227,79131,60245,1461136,662881,121973,0,35780
2019-05-06-08,2617475,612064,24864337,11153,38380,4,933937,275,10,180478,17663,136348041,1,20241,252165400,23,90953022,80964,73166,1762033,674964,118279,0,38134
2019-05-06-09,3032199,795250,26213200,11092,39517,3,1152882,300,18,200483,20455,167419188,0,27666,289701514,24,96069126,79812,83455,2130481,701235,129223,1,38605
2019-05-06-10,3027288,861920,25215761,10302,36597,9,1224059,275,9,178644,21561,181320956,0,24496,300352668,10,93815951,80282,74848,2198244,650400,137015,0,37564
2019-05-06-11,3004955,916844,24098970,11610,39765,0,1270057,264,25,172139,22217,183592735,0,24484,299486635,21,91794930,78279,73220,2195447,637369,122787,1,36089
2019-05-06-12,3042894,959597,25186522,13114,36686,0,1320489,186,7,184799,22879,177168636,1,23685,296367294,18,94012136,79889,75804,2228643,629452,126458,0,38893
2019-05-06-13,3000534,939394,24998857,12531,35711,0,1295488,242,5,176801,20512,170598099,0,21347,291460814,13,95863858,80836,77934,2173174,650559,129088,0,36926
2019-05-06-14,2928734,878309,27057813,11917,36158,5,1226198,219,2,188750,20847,163217373,0,18789,288339485,15,98064299,77842,74174,2095622,644362,124481,0,36334
2019-05-06-15,2934279,861970,29493529,10759,36302,1,1199428,252,11,208342,19902,157361280,0,20416,286903198,0,100048389,82416,69717,2047925,678012,116155,0,39567
2019-05-06-16,2927589,817422,29397464,12741,39644,0,1150686,237,1,194212,16281,144937113,1,20062,277988038,0,103653461,80714,64330,2005673,727704,126300,0,36218
2019-05-06-17,2632831,638705,26518883,11343,35837,1,951250,207,17,157565,12556,120485979,0,18345,245523460,0,98518598,77657,57010,1742982,732284,125523,0,33694
2019-05-06-18,2347412,536949,24603335,10034,27783,3,822462,196,6,130643,9647,98532573,0,20571,210632404,5,87496496,78369,49948,1537604,679165,110876,0,35460
2019-05-06-19,2325381,495615,25776985,9363,28476,0,790830,324,4,135183,8617,94575276,0,22795,201715680,0,81363419,78932,48659,1535150,655048,122741,0,33780
2019-05-06-20,2265735,447254,28869492,11295,38055,2,741614,302,0,123417,7819,93355868,0,19987,205269715,0,83044355,83569,48391,1464820,677498,109924,0,34971
2019-05-06-21,2256992,461324,29792085,10495,56718,0,763541,207,0,119677,6879,91204033,0,17613,206654129,0,85658011,73907,47436,1456247,681068,113875,0,36470
2019-05-06-22,2134792,444313,24909637,10134,41558,0,730773,1188,5,104868,5031,83134669,0,16942,189380983,3,81336677,80820,45447,1358106,671818,111880,0,38092
2019-05-06-23,2102515,442858,21350077,10289,34138,0,728808,592,0,95150,3868,74023728,0,21842,169097560,2,73723755,78869,42427,1358594,648771,123228,3,37459
2019-05-07-00,2244032,410699,26149443,11008,34148,0,698997,347,3,228938,8335,75795164,0,27913,181025855,17,79081248,78646,42367,1364853,650241,116224,0,39049
2019-05-07-01,2054896,403845,19567521,12633,33644,0,684862,304,1,142946,8678,70328180,0,30662,163546778,17,73651077,78966,39491,1317162,594788,115950,0,35753
2019-05-07-02,2008486,388332,15624590,12027,35230,0,674980,211,2,124484,9694,77748767,1,30900,158508322,25,65134965,76726,37245,1325216,558786,117255,1,37850
2019-05-07-03,1974637,347744,12686609,11560,44131,0,648008,166,6,108411,9975,84802812,0,43363,154583284,27,57093863,76751,36317,1333609,532617,111664,22,37196
2019-05-07-04,1965887,329032,12769730,11896,44144,0,626966,185,11,110063,10569,87384980,0,30757,154520631,21,54365921,73000,35226,1337014,518810,117696,4,40580
2019-05-07-05,1986561,315693,16204810,11411,39701,0,609626,146,11,124977,12007,90938448,0,27176,166649077,20,59505819,72330,35289,1324863,536721,121379,2,36780
2019-05-07-06,2151920,330533,23285060,12346,38599,0,639632,230,7,157094,11202,99364717,0,28007,200949184,16,78299407,73631,37918,1359002,635824,130645,8,33713
2019-05-07-07,2459336,420517,27756299,11351,38488,4,730024,281,8,201059,10966,118422172,0,27805,238513784,25,92335313,74501,47665,1542192,716085,122322,0,42711
2019-05-07-08,2796362,574006,27686650,11287,39624,6,911401,428,4,228469,14647,146584075,1,30259,270849164,7,96578439,74294,57709,1854098,713795,128924,0,34909
2019-05-07-09,3012936,700198,27083076,11901,39086,0,1049649,374,7,224359,18448,167107721,0,26504,287792124,7,93601327,75872,65981,2093876,694701,128896,0,40069
2019-05-07-10,3099560,817827,28541052,12799,43666,6,1209086,354,12,296434,35444,179199207,0,26510,296591746,21,88851487,78269,71393,2149368,653758,137325,0,45147
2019-05-07-11,3077981,871494,29990223,11825,45021,1,1271263,162,60,329498,38659,179411004,0,23836,297172056,29,87770829,80617,71732,2114062,634421,145316,0,41196
2019-05-07-12,3191961,930780,34703257,11660,36725,5,1320440,217,18,410107,46696,174988580,0,22924,301014917,22,91323080,78289,75103,2147877,633977,137950,0,40870
2019-05-07-13,3148688,891416,35564785,11981,37292,0,1274025,218,13,410237,48844,166563869,0,20789,297528776,10,95400122,77569,76039,2077107,661344,133798,0,34656
2019-05-07-14,3051411,837235,34594581,12029,39911,0,1211044,161,5,387902,43324,161214123,0,20396,293662012,23,97853308,77008,72586,1993977,669532,127238,0,37504
2019-05-07-15,3066550,827671,37262036,9659,35480,13,1176642,392,3,394847,39053,156214512,0,20347,293950085,15,100473537,82438,67155,1989844,681859,114054,0,29992
2019-05-07-16,3056162,782528,38998398,11172,35721,3,1118781,253,0,396154,33363,149292324,0,22689,295416475,21,107125753,79090,61677,1924182,735826,116056,6,32114
2019-05-07-17,2791861,644927,34752315,10002,34381,0,951308,389,9,322103,21192,126381591,1,18977,266800809,14,105666903,75387,52945,1741414,728344,116859,18,32903
2019-05-07-18,2507214,533609,31889257,10016,34020,0,823281,235,2,274539,16487,107601808,0,18704,232381669,0,92890604,76317,44739,1560537,672138,111290,0,34536
2019-05-07-19,2475316,497286,32082969,11188,27992,2,791662,213,5,278008,17209,100134810,0,22607,218626427,1,86408648,72677,43335,1541644,655664,122845,0,38794
2019-05-07-20,2437611,451952,35539774,9530,36213,11,745290,165,4,270272,17180,97116704,0,20822,220255355,0,87598877,81351,43824,1490643,676696,107535,0,34539
2019-05-07-21,2352674,464435,31939028,10163,31365,0,738168,355,1,152618,8279,95438506,0,21669,222018305,3,94640771,81127,42981,1477388,722668,101775,0,38958
2019-05-07-22,2196482,436193,27930265,10873,31600,6,693711,287,1,116121,6276,88205970,0,15191,207162967,0,91026732,72687,42996,1387109,693252,99835,0,34914
2019-05-07-23,2069177,417968,23704026,10665,35128,0,685270,253,5,101469,4790,76233374,0,15805,179837279,4,79899879,77065,37220,1310484,657224,112293,0,37831
2019-05-08-00,2135191,400221,24640658,11130,33280,1,669505,398,3,194916,12730,74475440,0,21467,178627319,12,79511221,71708,38555,1287013,653262,109231,0,34670
